path,label,label_id,type,split
D:\data-20260324T130558Z-3-001\data\Do\Do(8-16).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(8-17).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(8-18).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(8-19).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(8-2).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(8-20).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(8-21).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(8-22).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(8-3).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(8-4).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(8-5).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(8-6).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(8-7).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(8-8).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(8-9).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(9-1).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(9-10).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(9-11).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(9-12).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(9-13).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(9-14).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(9-15).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(9-16).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(9-17).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(9-18).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(9-19).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(9-2).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(9-20).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(9-21).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(9-22).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(9-23).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(9-24).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(9-25).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(9-26).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(9-27).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(9-28).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(9-29).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(9-3).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(9-4).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(9-5).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(9-6).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(9-7).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(9-8).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(9-9).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-1).txt,Do Not Land Here,1,sentence,test
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-10).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-11).txt,Do Not Land Here,1,sentence,test
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-12).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-13).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-14).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-15).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-16).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-17).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-18).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-19).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-2).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-3).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-4).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-5).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-6).txt,Do Not Land Here,1,sentence,test
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-7).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-8).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(1-9).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(10-1).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(10-10).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(10-11).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(10-12).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(10-13).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(10-14).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(10-2).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(10-3).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(10-4).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(10-5).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(10-6).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(10-7).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(10-8).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(10-9).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(2-1).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(2-10).txt,Do Not Land Here,1,sentence,test
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(2-11).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(2-2).txt,Do Not Land Here,1,sentence,test
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(2-3).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(2-4).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(2-5).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(2-6).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(2-7).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(2-8).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(2-9).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-1).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-10).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-11).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-12).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-13).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-14).txt,Do Not Land Here,1,sentence,test
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-15).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-16).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-17).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-18).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-2).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-3).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-4).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-5).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-6).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-7).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-8).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(3-9).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(4-1).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(4-10).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(4-11).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(4-12).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(4-13).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(4-14).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(4-15).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(4-16).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(4-17).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(4-2).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(4-3).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(4-4).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(4-5).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(4-6).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(4-7).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(4-8).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(4-9).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-1).txt,Do Not Land Here,1,sentence,test
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-10).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-11).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-12).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-13).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-14).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-15).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-16).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-17).txt,Do Not Land Here,1,sentence,test
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-18).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-2).txt,Do Not Land Here,1,sentence,test
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-3).txt,Do Not Land Here,1,sentence,test
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-4).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-5).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-6).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-7).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-8).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(5-9).txt,Do Not Land Here,1,sentence,test
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-1).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-10).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-11).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-12).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-13).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-14).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-15).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-16).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-17).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-18).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-2).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-3).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-4).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-5).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-6).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-7).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-8).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(6-9).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(7-1).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(7-10).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(7-11).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(7-12).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(7-13).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(7-14).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(7-15).txt,Do Not Land Here,1,sentence,test
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(7-16).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(7-2).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(7-3).txt,Do Not Land Here,1,sentence,test
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(7-4).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(7-5).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(7-6).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(7-7).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(7-8).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(7-9).txt,Do Not Land Here,1,sentence,test
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(8-1).txt,Do Not Land Here,1,sentence,test
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(8-10).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(8-11).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(8-12).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(8-13).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(8-14).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(8-2).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(8-3).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(8-4).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(8-5).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(8-6).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(8-7).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(8-8).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(8-9).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(9-1).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(9-10).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(9-11).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(9-12).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(9-13).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(9-14).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(9-15).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(9-2).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(9-3).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(9-4).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(9-5).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(9-6).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(9-7).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(9-8).txt,Do Not Land Here,1,sentence,val
D:\data-20260324T130558Z-3-001\data\Do Not Land Here\Do Not Land Here(9-9).txt,Do Not Land Here,1,sentence,train
D:\data-20260324T130558Z-3-001\data\Here\Here(1-1).txt,Here,2,word,val
D:\data-20260324T130558Z-3-001\data\Here\Here(1-10).txt,Here,2,word,val
D:\data-20260324T130558Z-3-001\data\Here\Here(1-11).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(1-12).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(1-13).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(1-14).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(1-15).txt,Here,2,word,test
D:\data-20260324T130558Z-3-001\data\Here\Here(1-16).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(1-17).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(1-18).txt,Here,2,word,val
D:\data-20260324T130558Z-3-001\data\Here\Here(1-2).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(1-3).txt,Here,2,word,val
D:\data-20260324T130558Z-3-001\data\Here\Here(1-4).txt,Here,2,word,test
D:\data-20260324T130558Z-3-001\data\Here\Here(1-5).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(1-6).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(1-7).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(1-8).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(1-9).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(10-1).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(10-10).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(10-11).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(10-12).txt,Here,2,word,val
D:\data-20260324T130558Z-3-001\data\Here\Here(10-13).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(10-14).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(10-15).txt,Here,2,word,val
D:\data-20260324T130558Z-3-001\data\Here\Here(10-16).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(10-17).txt,Here,2,word,val
D:\data-20260324T130558Z-3-001\data\Here\Here(10-18).txt,Here,2,word,test
D:\data-20260324T130558Z-3-001\data\Here\Here(10-19).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(10-2).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(10-20).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(10-3).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(10-4).txt,Here,2,word,test
D:\data-20260324T130558Z-3-001\data\Here\Here(10-5).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(10-6).txt,Here,2,word,val
D:\data-20260324T130558Z-3-001\data\Here\Here(10-7).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(10-8).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(10-9).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(2-1).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(2-10).txt,Here,2,word,val
D:\data-20260324T130558Z-3-001\data\Here\Here(2-11).txt,Here,2,word,test
D:\data-20260324T130558Z-3-001\data\Here\Here(2-12).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(2-13).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(2-14).txt,Here,2,word,test
D:\data-20260324T130558Z-3-001\data\Here\Here(2-15).txt,Here,2,word,val
D:\data-20260324T130558Z-3-001\data\Here\Here(2-16).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(2-2).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(2-3).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(2-4).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(2-5).txt,Here,2,word,train
D:\data-20260324T130558Z-3-001\data\Here\Here(2-6).txt,Here,2,word,val
D:\data-20260324T130558Z-3-001\data\Here\Here(2-7).txt,Here,2,word,val
